"Antecedent (X)","Consequent (Y)","Support","Confidence","Lift","Leverage","Conviction"
"first_Pull=True","reviewer_pull=seuros","0.00256","0.00854","0.77085","-7.6E-4","0.99715"
"first_Pull=True","reviewer_pull=schneems","0.00145","0.00484","0.90137","-1.6E-4","0.99918"
"first_Pull=True","reviewer_pull=laurocaetano","0.00128","0.00427","1.85575","5.9E-4","1.00169"
"first_Pull=False","reviewer_pull=rafaelfranca","0.20848","0.29755","1.01919","0.00393","1.0078"
"first_Pull=False","reviewer_pull=josevalim","0.08143","0.11622","1.00372","3.0E-4","1.00035"
"first_Pull=False","reviewer_pull=senny","0.05363","0.07655","1.01099","5.8E-4","1.00077"
"first_Pull=False","reviewer_pull=carlosantoniodasilva","0.0469","0.06693","0.97516","-0.00119","0.99804"
"first_Pull=False","reviewer_pull=spastorino","0.04127","0.0589","1.13062","0.00477","1.0071"
"first_Pull=False","reviewer_pull=tenderlove","0.03607","0.05148","0.94335","-0.00217","0.99661"
"first_Pull=False","reviewer_pull=fxn","0.02567","0.03663","0.98085","-5.0E-4","0.99913"
"first_Pull=False","reviewer_pull=guilleiguaran","0.02379","0.03395","1.12173","0.00258","1.00369"
"first_Pull=False","reviewer_pull=jeremy","0.01901","0.02714","1.02014","3.8E-4","1.00043"
"first_Pull=False","reviewer_pull=zzak","0.01586","0.02264","1.08801","0.00128","1.00175"
"first_Pull=False","reviewer_pull=sgrif","0.01475","0.02105","1.01613","2.3E-4","1.00022"
"first_Pull=False","reviewer_pull=vijaydev","0.01364","0.01947","0.95952","-5.8E-4","0.99904"
"first_Pull=False","reviewer_pull=matthewd","0.01364","0.01947","0.95952","-5.8E-4","0.99904"
"first_Pull=False","reviewer_pull=jonleighton","0.01305","0.01862","0.93723","-8.7E-4","0.99861"
"first_Pull=False","reviewer_pull=pixeltrix","0.01134","0.01619","0.9215","-9.7E-4","0.99847"
"first_Pull=False","reviewer_pull=steveklabnik","0.00946","0.01351","0.78044","-0.00266","0.99602"
"first_Pull=False","reviewer_pull=kaspth","0.00904","0.0129","1.09632","7.9E-4","1.00102"
"first_Pull=False","reviewer_pull=chancancode","0.00887","0.01266","0.97656","-2.1E-4","0.99957"
"first_Pull=False","reviewer_pull=seuros","0.00853","0.01217","1.09791","7.6E-4","1.00098"
"first_Pull=False","reviewer_pull=drogus","0.00827","0.0118","1.07323","5.6E-4","1.00069"
"first_Pull=False","reviewer_pull=arthurnn","0.00657","0.00937","0.83258","-0.00132","0.99798"
"first_Pull=False","reviewer_pull=robin850","0.00622","0.00888","0.9472","-3.5E-4","0.99938"
"first_Pull=False","reviewer_pull=dhh","0.00537","0.00767","0.84036","-0.00102","0.99841"
"first_Pull=False","reviewer_pull=arunagw","0.00443","0.00633","0.67472","-0.00214","0.99681"
"first_Pull=False","reviewer_pull=schneems","0.00392","0.0056","1.04214","1.6E-4","1.00011"
"first_Pull=False","reviewer_pull=eileencodes","0.00298","0.00426","1.16174","4.2E-4","1.00047"
"first_Pull=False","reviewer_pull=claudiob","0.00222","0.00316","1.09145","1.9E-4","1.00014"
"first_Pull=False","reviewer_pull=NZKoz","0.00153","0.00219","0.91754","-1.4E-4","0.99968"
"first_Pull=False","reviewer_pull=wycats","0.00128","0.00183","1.07046","8.0E-5","1.0"
"first_Pull=False","reviewer_pull=laurocaetano","0.00102","0.00146","0.63435","-5.9E-4","0.99904"
