"Antecedent (X)","Consequent (Y)","Support","Confidence","Lift","Leverage","Conviction"
"requester_pull=frodsan","reviewer_pull=carlosantoniodasilva","0.00171","0.18349","2.6732","0.00107","1.12798"
"requester_pull=tgxworld","reviewer_pull=spastorino","0.00102","0.13333","2.5593","6.2E-4","1.07989"
"requester_pull=senny","reviewer_pull=carlosantoniodasilva","0.00273","0.17486","2.54757","0.00166","1.12131"
"requester_pull=neerajdotname","reviewer_pull=carlosantoniodasilva","0.00119","0.16867","2.46047","7.1E-4","1.10443"
"requester_pull=amatsuda","reviewer_pull=tenderlove","0.00102","0.13043","2.39022","6.0E-4","1.07382"
"requester_pull=guilleiguaran","reviewer_pull=tenderlove","0.00179","0.12963","2.37546","0.00104","1.07859"
"requester_pull=sgrif","reviewer_pull=rafaelfranca","0.01202","0.68447","2.34446","0.00689","2.20997"
"requester_pull=kennyj","reviewer_pull=tenderlove","0.00239","0.12785","2.34292","0.00137","1.07838"
"requester_pull=arunagw","reviewer_pull=jonleighton","0.00171","0.0464","2.32574","9.7E-4","1.02524"
"requester_pull=guilleiguaran","reviewer_pull=josevalim","0.00367","0.26543","2.29233","0.00207","1.19368"
"requester_pull=amatsuda","reviewer_pull=josevalim","0.00205","0.26087","2.25293","0.00114","1.17894"
"requester_pull=lucasmazza","reviewer_pull=rafaelfranca","0.00128","0.65217","2.23385","7.1E-4","1.80946"
"requester_pull=JuanitoFatas","reviewer_pull=senny","0.00119","0.16867","2.23023","6.6E-4","1.09604"
"requester_pull=arunagw","reviewer_pull=josevalim","0.00938","0.25522","2.20414","0.00512","1.18352"
"requester_pull=y-yagi","reviewer_pull=senny","0.00179","0.16667","2.20368","9.8E-4","1.09878"
"requester_pull=kirs","reviewer_pull=rafaelfranca","0.00111","0.61905","2.12038","5.9E-4","1.65211"
"requester_pull=sikachu","reviewer_pull=josevalim","0.0023","0.23684","2.04542","0.00118","1.14545"
"requester_pull=sgrif","reviewer_pull=senny","0.00273","0.15534","2.05392","0.0014","1.08811"
"requester_pull=senny","reviewer_pull=fxn","0.00119","0.0765","2.05314","6.1E-4","1.03636"
"requester_pull=vipulnsward","reviewer_pull=senny","0.0023","0.14362","1.89678","0.00109","1.07263"
"requester_pull=yui-knk","reviewer_pull=senny","0.00128","0.14286","1.88887","6.0E-4","1.06658"
"requester_pull=laurocaetano","reviewer_pull=rafaelfranca","0.00145","0.54839","1.87835","6.8E-4","1.4633"
"requester_pull=choudhuryanupam","reviewer_pull=rafaelfranca","0.00119","0.53846","1.84436","5.5E-4","1.4161"
"requester_pull=claudiob","reviewer_pull=senny","0.00128","0.13889","1.8364","5.8E-4","1.06204"
"requester_pull=yahonda","reviewer_pull=rafaelfranca","0.00298","0.5303","1.81641","0.00134","1.46035"
"requester_pull=prathamesh-sonpatki","reviewer_pull=carlosantoniodasilva","0.00136","0.125","1.82112","6.2E-4","1.05499"
"requester_pull=kennyj","reviewer_pull=josevalim","0.00392","0.21005","1.814","0.00176","1.11288"
"requester_pull=arthurnn","reviewer_pull=rafaelfranca","0.00435","0.52041","1.78252","0.00191","1.4456"
"requester_pull=kamipo","reviewer_pull=rafaelfranca","0.00358","0.49412","1.69247","0.00147","1.36782"
"requester_pull=claudiob","reviewer_pull=rafaelfranca","0.00452","0.49074","1.6809","0.00183","1.36552"
"requester_pull=kennyj","reviewer_pull=spastorino","0.00162","0.08676","1.6653","6.5E-4","1.03279"
"requester_pull=seuros","reviewer_pull=rafaelfranca","0.00128","0.48387","1.65737","5.1E-4","1.29115"
"requester_pull=pftg","reviewer_pull=rafaelfranca","0.0023","0.48214","1.65145","9.1E-4","1.32169"
"requester_pull=steveklabnik","reviewer_pull=rafaelfranca","0.00213","0.4717","1.61568","8.1E-4","1.29402"
"requester_pull=frodsan","reviewer_pull=rafaelfranca","0.00435","0.46789","1.60263","0.00164","1.30809"
"requester_pull=akshay-vishnoi","reviewer_pull=rafaelfranca","0.00409","0.46602","1.59623","0.00153","1.3023"
"requester_pull=ankit8898","reviewer_pull=rafaelfranca","0.00145","0.44737","1.53234","5.0E-4","1.22299"
"requester_pull=senny","reviewer_pull=rafaelfranca","0.00682","0.43716","1.49737","0.00227","1.24589"
"requester_pull=neerajdotname","reviewer_pull=rafaelfranca","0.00307","0.43373","1.48564","0.001","1.22433"
"requester_pull=acapilleri","reviewer_pull=rafaelfranca","0.00196","0.42593","1.4589","6.2E-4","1.19483"
"requester_pull=zzak","reviewer_pull=rafaelfranca","0.00162","0.42222","1.44621","5.0E-4","1.18008"
"requester_pull=arunagw","reviewer_pull=tenderlove","0.0029","0.07889","1.44559","8.9E-4","1.02382"
"requester_pull=aditya-kapoor","reviewer_pull=rafaelfranca","0.00264","0.41892","1.4349","8.0E-4","1.19081"
"requester_pull=wangjohn","reviewer_pull=rafaelfranca","0.00298","0.41667","1.42718","8.9E-4","1.18952"
"requester_pull=eileencodes","reviewer_pull=rafaelfranca","0.00145","0.40476","1.3864","4.0E-4","1.14377"
"requester_pull=rajcybage","reviewer_pull=rafaelfranca","0.00111","0.38235","1.30965","2.6E-4","1.09426"
"requester_pull=arunagw","reviewer_pull=guilleiguaran","0.00145","0.03944","1.30307","3.4E-4","1.00712"
"requester_pull=kuldeepaggarwal","reviewer_pull=rafaelfranca","0.0035","0.36937","1.26555","7.3E-4","1.10708"
"requester_pull=yuki24","reviewer_pull=rafaelfranca","0.00128","0.36585","1.25313","2.6E-4","1.07519"
"requester_pull=schneems","reviewer_pull=rafaelfranca","0.0023","0.35526","1.21686","4.1E-4","1.07623"
"requester_pull=vipulnsward","reviewer_pull=rafaelfranca","0.00554","0.34574","1.18426","8.6E-4","1.07349"
"requester_pull=arunagw","reviewer_pull=fxn","0.00162","0.04408","1.18039","2.5E-4","1.00461"
"requester_pull=Empact","reviewer_pull=rafaelfranca","0.00111","0.34211","1.17179","1.6E-4","1.03484"
"requester_pull=kennyj","reviewer_pull=rafaelfranca","0.00631","0.3379","1.15738","8.6E-4","1.06207"
"requester_pull=robin850","reviewer_pull=rafaelfranca","0.00213","0.33784","1.15717","2.9E-4","1.04791"
"requester_pull=gaurish","reviewer_pull=rafaelfranca","0.00102","0.33333","1.14174","1.3E-4","1.01959"
"requester_pull=meinac","reviewer_pull=rafaelfranca","0.00213","0.32895","1.12672","2.4E-4","1.03484"
"requester_pull=gsamokovarov","reviewer_pull=rafaelfranca","0.00102","0.30769","1.05392","5.0E-5","0.98621"
"requester_pull=tgxworld","reviewer_pull=rafaelfranca","0.00213","0.27778","0.95145","-1.1E-4","0.96552"
"requester_pull=JuanitoFatas","reviewer_pull=rafaelfranca","0.00196","0.27711","0.94916","-1.1E-4","0.96341"
"requester_pull=arunagw","reviewer_pull=carlosantoniodasilva","0.00239","0.06497","0.94647","-1.4E-4","0.99361"
"requester_pull=kennyj","reviewer_pull=carlosantoniodasilva","0.00119","0.06393","0.93135","-9.0E-5","0.99014"
"requester_pull=amitsuroliya","reviewer_pull=rafaelfranca","0.00111","0.2549","0.8731","-1.6E-4","0.92591"
"requester_pull=amatsuda","reviewer_pull=rafaelfranca","0.00171","0.21739","0.74462","-5.8E-4","0.89234"
"requester_pull=nashby","reviewer_pull=rafaelfranca","0.00111","0.21667","0.74235","-3.8E-4","0.88517"
"requester_pull=prathamesh-sonpatki","reviewer_pull=rafaelfranca","0.0023","0.21094","0.72251","-8.8E-4","0.88853"
"requester_pull=arunagw","reviewer_pull=senny","0.00196","0.05336","0.70479","-8.2E-4","0.974"
"requester_pull=bogdan","reviewer_pull=rafaelfranca","0.00171","0.2","0.68505","-7.8E-4","0.87413"
"requester_pull=jonatack","reviewer_pull=rafaelfranca","0.00102","0.19672","0.67382","-5.0E-4","0.86382"
"requester_pull=sikachu","reviewer_pull=rafaelfranca","0.00188","0.19298","0.66101","-9.6E-4","0.86793"
"requester_pull=yui-knk","reviewer_pull=rafaelfranca","0.00145","0.1619","0.55456","-0.00116","0.83534"
"requester_pull=y-yagi","reviewer_pull=rafaelfranca","0.00136","0.12698","0.43495","-0.00177","0.80373"
"requester_pull=arunagw","reviewer_pull=rafaelfranca","0.0046","0.12529","0.42915","-0.00612","0.80733"
"requester_pull=guilleiguaran","reviewer_pull=rafaelfranca","0.00128","0.09259","0.31715","-0.00275","0.77503"
