"Antecedent (X)","Consequent (Y)","Support","Confidence","Lift","Leverage","Conviction"
"requester_pull=tru","reviewer_pull=davilla","0.00105","0.44444","12.37956","9.6E-4","1.44615"
"requester_pull=Karlson2k","reviewer_pull=wsoltys","0.0055","0.13376","11.34268","0.00502","1.13247"
"requester_pull=FernetMenta","reviewer_pull=fritsch","0.00839","0.17297","10.82074","0.00761","1.1821"
"requester_pull=Razzeee","reviewer_pull=mkortstiege","0.00105","0.44444","10.27879","9.5E-4","1.43514"
"requester_pull=ulion","reviewer_pull=Memphiz","0.00472","0.33962","10.04651","0.00425","1.42245"
"requester_pull=fritsch","reviewer_pull=FernetMenta","0.00419","0.17204","9.51473","0.00375","1.17075"
"requester_pull=amet","reviewer_pull=Memphiz","0.00131","0.3125","9.24419","0.00117","1.28826"
"requester_pull=Voyager1","reviewer_pull=elupus","0.00288","0.28205","9.0446","0.00256","1.30289"
"requester_pull=MilhouseVH","reviewer_pull=topfs2","0.00105","0.26667","8.62373","9.3E-4","1.21135"
"requester_pull=huceke","reviewer_pull=davilla","0.00105","0.30769","8.57047","9.3E-4","1.25333"
"requester_pull=MilhouseVH","reviewer_pull=mkortstiege","0.00131","0.33333","7.70909","0.00114","1.30467"
"requester_pull=uNiversaI","reviewer_pull=wsnipex","0.00183","0.05785","6.68971","0.00156","1.04307"
"requester_pull=mad-max","reviewer_pull=mkortstiege","0.00157","0.28571","6.64808","0.00134","1.25609"
"requester_pull=uNiversaI","reviewer_pull=ronie","0.00419","0.13223","6.63941","0.00356","1.11877"
"requester_pull=sraue","reviewer_pull=davilla","0.00105","0.22222","6.18978","8.8E-4","1.15692"
"requester_pull=xhaggi","reviewer_pull=opdenkamp","0.0055","0.22826","6.04891","0.00459","1.22956"
"requester_pull=da-anda","reviewer_pull=opdenkamp","0.00131","0.22727","6.02273","0.00109","1.1761"
"requester_pull=Fice","reviewer_pull=Memphiz","0.00105","0.2","5.91628","8.7E-4","1.1367"
"requester_pull=tobbi","reviewer_pull=mkortstiege","0.00341","0.24528","5.67273","0.00281","1.23679"
"requester_pull=jmarshallnz","reviewer_pull=Montellese","0.00131","0.20833","5.55944","0.00107","1.15503"
"requester_pull=BigNoid","reviewer_pull=mkortstiege","0.00105","0.22222","5.13939","8.4E-4","1.14811"
"requester_pull=FernetMenta","reviewer_pull=ace20022","0.00105","0.02162","4.85342","8.3E-4","1.01196"
"requester_pull=MartijnKaijser","reviewer_pull=davilla","0.00236","0.16981","4.72993","0.00186","1.13549"
"requester_pull=wsnipex","reviewer_pull=topfs2","0.00183","0.14583","4.7161","0.00145","1.10752"
"requester_pull=janbar","reviewer_pull=opdenkamp","0.00105","0.17391","4.6087","8.2E-4","1.1066"
"requester_pull=mkortstiege","reviewer_pull=jenkins4kodi","0.00917","0.3211","4.37615","0.00708","1.34669"
"requester_pull=tobbi","reviewer_pull=FernetMenta","0.00105","0.07547","4.17391","8.0E-4","1.04083"
"requester_pull=readmanr","reviewer_pull=MartijnKaijser","0.00131","1.0","4.07692","9.9E-4","3.77358"
"requester_pull=maksqwe","reviewer_pull=MartijnKaijser","0.00131","1.0","4.07692","9.9E-4","3.77358"
"requester_pull=pieh","reviewer_pull=jmarshallnz","0.00367","0.82353","4.0238","0.00276","3.38018"
"requester_pull=cg110","reviewer_pull=jmarshallnz","0.0021","0.8","3.90883","0.00156","2.65112"
"requester_pull=sportica","reviewer_pull=jmarshallnz","0.00105","0.8","3.90883","7.8E-4","1.98834"
"requester_pull=tamland","reviewer_pull=topfs2","0.00183","0.11475","3.71103","0.00134","1.0748"
"requester_pull=Jalle19","reviewer_pull=opdenkamp","0.00183","0.13462","3.56731","0.00132","1.08778"
"requester_pull=bavison","reviewer_pull=jmarshallnz","0.00341","0.72222","3.52881","0.00244","2.38601"
"requester_pull=night199uk","reviewer_pull=jmarshallnz","0.00131","0.71429","3.49003","9.3E-4","1.85578"
"requester_pull=wsnipex","reviewer_pull=t-nelson","0.00157","0.125","3.45652","0.00112","1.07591"
"requester_pull=ksooo","reviewer_pull=opdenkamp","0.00105","0.12903","3.41935","7.4E-4","1.06536"
"requester_pull=tobbi","reviewer_pull=jenkins4kodi","0.00341","0.24528","3.34286","0.00239","1.19783"
"requester_pull=koying","reviewer_pull=jenkins4kodi","0.00996","0.24516","3.3412","0.00698","1.21718"
"requester_pull=ruuk","reviewer_pull=jmarshallnz","0.00105","0.66667","3.25736","7.3E-4","1.59067"
"requester_pull=Memphiz","reviewer_pull=davilla","0.00367","0.11382","3.17038","0.00251","1.07804"
"requester_pull=Black09","reviewer_pull=jmarshallnz","0.00288","0.64706","3.16156","0.00197","1.93153"
"requester_pull=anaconda","reviewer_pull=mkortstiege","0.00105","0.13333","3.08364","7.1E-4","1.06307"
"requester_pull=wsnipex","reviewer_pull=davilla","0.00131","0.10417","2.90146","8.6E-4","1.05174"
"requester_pull=Jalle19","reviewer_pull=jenkins4kodi","0.00288","0.21154","2.88297","0.00188","1.14725"
"requester_pull=wsoltys","reviewer_pull=jmarshallnz","0.00262","0.58824","2.87414","0.00171","1.69009"
"requester_pull=NedScott","reviewer_pull=jmarshallnz","0.00105","0.57143","2.79202","6.7E-4","1.39184"
"requester_pull=FernetMenta","reviewer_pull=elupus","0.00419","0.08649","2.77338","0.00268","1.0543"
"requester_pull=AlwinEsch","reviewer_pull=jenkins4kodi","0.00131","0.2","2.72571","8.3E-4","1.10312"
"requester_pull=FlyingRat","reviewer_pull=MartijnKaijser","0.00105","0.66667","2.71795","6.6E-4","1.50943"
"requester_pull=tamland","reviewer_pull=jenkins4kodi","0.00314","0.19672","2.68103","0.00197","1.13048"
"requester_pull=xhaggi","reviewer_pull=jenkins4kodi","0.00472","0.19565","2.66646","0.00295","1.13666"
"requester_pull=Memphiz","reviewer_pull=topfs2","0.00262","0.0813","2.62919","0.00162","1.04558"
"requester_pull=MartijnKaijser","reviewer_pull=t-nelson","0.00131","0.09434","2.6087","8.1E-4","1.04252"
"requester_pull=phil65","reviewer_pull=mkortstiege","0.00105","0.11111","2.5697","6.4E-4","1.04374"
"requester_pull=Paxxi","reviewer_pull=MartijnKaijser","0.00393","0.625","2.54808","0.00239","1.81132"
"requester_pull=ronie","reviewer_pull=mkortstiege","0.00157","0.10714","2.49303","9.4E-4","1.05085"
"requester_pull=xbmcfanboy","reviewer_pull=jmarshallnz","0.00105","0.5","2.44302","6.2E-4","1.27254"
"requester_pull=dragonflight","reviewer_pull=jmarshallnz","0.00105","0.5","2.44302","6.2E-4","1.27254"
"requester_pull=ulion","reviewer_pull=elupus","0.00105","0.07547","2.42017","6.2E-4","1.02694"
"requester_pull=fritsch","reviewer_pull=davilla","0.0021","0.08602","2.39604","0.00122","1.04257"
"requester_pull=hudokkow","reviewer_pull=MartijnKaijser","0.00472","0.58065","2.36725","0.00272","1.67116"
"requester_pull=phate89","reviewer_pull=MartijnKaijser","0.00105","0.57143","2.32967","6.0E-4","1.32075"
"requester_pull=Karlson2k","reviewer_pull=jmarshallnz","0.01965","0.47771","2.3341","0.01123","1.50443"
"requester_pull=koying","reviewer_pull=t-nelson","0.00341","0.08387","2.31921","0.00194","1.04472"
"requester_pull=arnova","reviewer_pull=davilla","0.00131","0.08197","2.28312","7.4E-4","1.03175"
"requester_pull=anaconda","reviewer_pull=jenkins4kodi","0.00131","0.16667","2.27143","7.3E-4","1.06918"
"requester_pull=Paxxi","reviewer_pull=jenkins4kodi","0.00105","0.16667","2.27143","5.9E-4","1.059"
"requester_pull=arnova","reviewer_pull=t-nelson","0.00131","0.08197","2.26657","7.3E-4","1.03147"
"requester_pull=ScudLee","reviewer_pull=jmarshallnz","0.00157","0.46154","2.25799","8.8E-4","1.29285"
"requester_pull=FernetMenta","reviewer_pull=t-nelson","0.00393","0.08108","2.24207","0.00218","1.04275"
"requester_pull=ksooo","reviewer_pull=jenkins4kodi","0.00131","0.16129","2.19816","7.1E-4","1.0639"
"requester_pull=MartijnKaijser","reviewer_pull=mkortstiege","0.00131","0.09434","2.19512","7.1E-4","1.03515"
"requester_pull=xhaggi","reviewer_pull=ronie","0.00105","0.04348","2.18307","5.7E-4","1.01312"
"requester_pull=anaconda","reviewer_pull=MartijnKaijser","0.00419","0.53333","2.17436","0.00226","1.50943"
"requester_pull=taxigps","reviewer_pull=jmarshallnz","0.00105","0.44444","2.17157","5.7E-4","1.193"
"requester_pull=Rawk","reviewer_pull=jmarshallnz","0.00105","0.44444","2.17157","5.7E-4","1.193"
"requester_pull=uNiversaI","reviewer_pull=MartijnKaijser","0.01677","0.52893","2.15639","0.00899","1.5745"
"requester_pull=ronie","reviewer_pull=MartijnKaijser","0.0076","0.51786","2.11126","0.004","1.50943"
"requester_pull=fritsch","reviewer_pull=t-nelson","0.00183","0.07527","2.06637","9.5E-4","1.03003"
"requester_pull=t-nelson","reviewer_pull=jmarshallnz","0.0021","0.42105","2.05728","0.00108","1.25928"
"requester_pull=stefansaraev","reviewer_pull=MartijnKaijser","0.00314","0.5","2.03846","0.0016","1.39332"
"requester_pull=bmc08gt","reviewer_pull=MartijnKaijser","0.00131","0.5","2.03846","6.7E-4","1.25786"
"requester_pull=smspillaz","reviewer_pull=MartijnKaijser","0.00105","0.5","2.03846","5.3E-4","1.20755"
"requester_pull=Montellese","reviewer_pull=jenkins4kodi","0.00681","0.14943","2.03645","0.00347","1.0821"
"requester_pull=Memphiz","reviewer_pull=t-nelson","0.00236","0.07317","2.02333","0.00119","1.03089"
"requester_pull=nuka1195","reviewer_pull=jmarshallnz","0.0021","0.4","1.95442","0.00102","1.22359"
"requester_pull=FernetMenta","reviewer_pull=topfs2","0.00288","0.05946","1.92286","0.00138","1.02445"
"requester_pull=Montellese","reviewer_pull=topfs2","0.00262","0.05747","1.85856","0.00121","1.02194"
"requester_pull=stupid-boy","reviewer_pull=MartijnKaijser","0.00131","0.45455","1.85315","6.0E-4","1.18598"
"requester_pull=amet","reviewer_pull=jmarshallnz","0.00157","0.375","1.83227","7.1E-4","1.15685"
"requester_pull=mkortstiege","reviewer_pull=MartijnKaijser","0.01284","0.44954","1.83275","0.00583","1.34859"
"requester_pull=anssih","reviewer_pull=MartijnKaijser","0.00105","0.44444","1.81197","4.7E-4","1.13208"
"requester_pull=tamland","reviewer_pull=MartijnKaijser","0.00708","0.44262","1.80647","0.00316","1.31582"
"requester_pull=ace20022","reviewer_pull=mkortstiege","0.00183","0.07778","1.79879","8.1E-4","1.0251"
"requester_pull=ace20022","reviewer_pull=topfs2","0.00131","0.05556","1.79661","5.8E-4","1.01415"
"requester_pull=Montellese","reviewer_pull=jmarshallnz","0.01677","0.36782","1.79717","0.00744","1.24674"
"requester_pull=Memphiz","reviewer_pull=jenkins4kodi","0.00419","0.13008","1.77282","0.00183","1.05532"
"requester_pull=ace20022","reviewer_pull=Montellese","0.00157","0.06667","1.76667","6.8E-4","1.01887"
"requester_pull=Voyager1","reviewer_pull=jmarshallnz","0.00367","0.35897","1.75396","0.00158","1.193"
"requester_pull=jimfcarroll","reviewer_pull=MartijnKaijser","0.00131","0.41667","1.69872","5.4E-4","1.13208"
"requester_pull=MartijnKaijser","reviewer_pull=jmarshallnz","0.00472","0.33962","1.65941","0.00187","1.17091"
"requester_pull=ulion","reviewer_pull=jmarshallnz","0.00472","0.33962","1.65941","0.00187","1.17091"
"requester_pull=janbar","reviewer_pull=MartijnKaijser","0.00236","0.3913","1.59532","8.8E-4","1.15723"
"requester_pull=arnova","reviewer_pull=jmarshallnz","0.00524","0.32787","1.60198","0.00197","1.15513"
"requester_pull=da-anda","reviewer_pull=jmarshallnz","0.00183","0.31818","1.55465","6.5E-4","1.09359"
"requester_pull=koying","reviewer_pull=Montellese","0.00236","0.05806","1.53871","8.3E-4","1.01463"
"requester_pull=jmarshallnz","reviewer_pull=MartijnKaijser","0.00236","0.375","1.52885","8.2E-4","1.13208"
"requester_pull=tamland","reviewer_pull=mkortstiege","0.00105","0.06557","1.51654","3.6E-4","1.00625"
"requester_pull=Memphiz","reviewer_pull=jmarshallnz","0.00996","0.30894","1.50951","0.00336","1.13751"
"requester_pull=elupus","reviewer_pull=MartijnKaijser","0.00105","0.36364","1.48252","3.4E-4","1.03774"
"requester_pull=ace20022","reviewer_pull=elupus","0.00105","0.04444","1.43729","3.2E-4","1.00249"
"requester_pull=Jalle19","reviewer_pull=MartijnKaijser","0.00472","0.34615","1.41124","0.00137","1.12129"
"requester_pull=herrnst","reviewer_pull=jmarshallnz","0.00157","0.28571","1.39601","4.5E-4","1.04388"
"requester_pull=fritsch","reviewer_pull=elupus","0.00105","0.04301","1.37924","2.9E-4","1.00111"
"requester_pull=FernetMenta","reviewer_pull=jmarshallnz","0.01363","0.28108","1.37337","0.0037","1.09804"
"requester_pull=sraue","reviewer_pull=MartijnKaijser","0.00157","0.33333","1.35897","4.2E-4","1.04499"
"requester_pull=BigNoid","reviewer_pull=jmarshallnz","0.00131","0.27778","1.35723","3.4E-4","1.02257"
"requester_pull=uNiversaI","reviewer_pull=mkortstiege","0.00183","0.05785","1.3461","4.7E-4","1.00695"
"requester_pull=koying","reviewer_pull=Memphiz","0.00183","0.04516","1.33593","4.6E-4","1.0051"
"requester_pull=MartijnKaijser","reviewer_pull=jenkins4kodi","0.00131","0.09434","1.28571","2.9E-4","1.00227"
"requester_pull=FernetMenta","reviewer_pull=opdenkamp","0.00236","0.04865","1.28919","5.3E-4","1.00576"
"requester_pull=wsnipex","reviewer_pull=MartijnKaijser","0.00393","0.3125","1.27404","8.5E-4","1.06548"
"requester_pull=ace20022","reviewer_pull=MartijnKaijser","0.00734","0.31111","1.26838","0.00155","1.07817"
"requester_pull=popcornmix","reviewer_pull=topfs2","0.0021","0.03902","1.26201","4.4E-4","1.00334"
"requester_pull=t4-ravenbird","reviewer_pull=MartijnKaijser","0.00105","0.30769","1.25444","2.1E-4","0.98113"
"requester_pull=ace20022","reviewer_pull=t-nelson","0.00105","0.04444","1.22899","2.0E-4","0.99707"
"requester_pull=Fice","reviewer_pull=jmarshallnz","0.00131","0.25","1.22151","2.4E-4","0.99417"
"requester_pull=Tolriq","reviewer_pull=jmarshallnz","0.00105","0.25","1.22151","1.9E-4","0.97887"
"requester_pull=Montellese","reviewer_pull=mkortstiege","0.00236","0.05172","1.19624","3.9E-4","1.00287"
"requester_pull=xhaggi","reviewer_pull=t-nelson","0.00105","0.04348","1.19362","1.7E-4","0.99605"
"requester_pull=fritsch","reviewer_pull=MartijnKaijser","0.00708","0.29032","1.18362","0.0011","1.04759"
"requester_pull=xhaggi","reviewer_pull=jmarshallnz","0.00577","0.23913","1.1684","8.3E-4","1.03058"
"requester_pull=ace20022","reviewer_pull=jmarshallnz","0.0055","0.23333","1.14008","6.8E-4","1.02257"
"requester_pull=wsnipex","reviewer_pull=jenkins4kodi","0.00105","0.08333","1.13571","1.3E-4","0.9884"
"requester_pull=koying","reviewer_pull=MartijnKaijser","0.01127","0.27742","1.13223","0.00132","1.03559"
"requester_pull=Montellese","reviewer_pull=MartijnKaijser","0.01232","0.27011","1.10124","0.00113","1.02594"
"requester_pull=afedchin","reviewer_pull=MartijnKaijser","0.00183","0.26923","1.09881","1.6E-4","0.98147"
"requester_pull=Montellese","reviewer_pull=t-nelson","0.00183","0.04023","1.10444","1.7E-4","0.99799"
"requester_pull=popcornmix","reviewer_pull=FernetMenta","0.00105","0.01951","1.09498","9.0E-5","0.99677"
"requester_pull=uNiversaI","reviewer_pull=topfs2","0.00105","0.03306","1.07819","8.0E-5","0.99398"
"requester_pull=arnova","reviewer_pull=MartijnKaijser","0.00419","0.2623","1.06936","2.7E-4","1.00082"
"requester_pull=ronie","reviewer_pull=jmarshallnz","0.00314","0.21429","1.04701","1.4E-4","0.98975"
"requester_pull=koying","reviewer_pull=elupus","0.00131","0.03226","1.04319","5.0E-5","0.99475"
"requester_pull=fritsch","reviewer_pull=jenkins4kodi","0.00183","0.07527","1.02581","5.0E-5","0.99053"
"requester_pull=Karlson2k","reviewer_pull=topfs2","0.00131","0.03185","1.0299","4.0E-5","0.99441"
"requester_pull=phil65","reviewer_pull=MartijnKaijser","0.00236","0.25","1.01923","4.0E-5","0.97035"
"requester_pull=nuka1195","reviewer_pull=MartijnKaijser","0.00131","0.25","1.01923","2.0E-5","0.9434"
"requester_pull=Tolriq","reviewer_pull=MartijnKaijser","0.00105","0.25","1.01923","2.0E-5","0.92888"
"requester_pull=amet","reviewer_pull=MartijnKaijser","0.00105","0.25","1.01923","2.0E-5","0.92888"
"requester_pull=mad-max","reviewer_pull=MartijnKaijser","0.00131","0.2381","0.9707","-4.0E-5","0.9323"
"requester_pull=popcornmix","reviewer_pull=MartijnKaijser","0.01258","0.23415","0.95562","-5.8E-4","0.97956"
"requester_pull=koying","reviewer_pull=jmarshallnz","0.0076","0.1871","0.91416","-7.1E-4","0.97068"
"requester_pull=arnova","reviewer_pull=jenkins4kodi","0.00105","0.06557","0.89368","-1.2E-4","0.97455"
"requester_pull=Karlson2k","reviewer_pull=MartijnKaijser","0.00891","0.21656","0.8829","-0.00118","0.95557"
"requester_pull=t-nelson","reviewer_pull=MartijnKaijser","0.00105","0.21053","0.8583","-1.7E-4","0.89623"
"requester_pull=Fice","reviewer_pull=MartijnKaijser","0.00105","0.2","0.81538","-2.4E-4","0.8879"
"requester_pull=popcornmix","reviewer_pull=davilla","0.00157","0.02927","0.81524","-3.6E-4","0.9882"
"requester_pull=Memphiz","reviewer_pull=MartijnKaijser","0.00629","0.19512","0.7955","-0.00162","0.9283"
"requester_pull=afedchin","reviewer_pull=jmarshallnz","0.00105","0.15385","0.7517","-3.5E-4","0.89907"
"requester_pull=Memphiz","reviewer_pull=mkortstiege","0.00105","0.03252","0.75211","-3.5E-4","0.98068"
"requester_pull=Karlson2k","reviewer_pull=Memphiz","0.00105","0.02548","0.75367","-3.4E-4","0.98502"
"requester_pull=da-anda","reviewer_pull=MartijnKaijser","0.00105","0.18182","0.74126","-3.7E-4","0.87388"
"requester_pull=ghost","reviewer_pull=MartijnKaijser","0.00236","0.17308","0.70562","-9.8E-4","0.89194"
"requester_pull=fritsch","reviewer_pull=jmarshallnz","0.00341","0.13978","0.683","-0.00158","0.91316"
"requester_pull=popcornmix","reviewer_pull=t-nelson","0.00131","0.02439","0.66959","-6.5E-4","0.98275"
"requester_pull=FernetMenta","reviewer_pull=MartijnKaijser","0.0076","0.15676","0.63909","-0.00429","0.88932"
"requester_pull=FernetMenta","reviewer_pull=Memphiz","0.00105","0.02162","0.6396","-5.9E-4","0.98212"
"requester_pull=xhaggi","reviewer_pull=MartijnKaijser","0.00367","0.15217","0.6204","-0.00224","0.87891"
"requester_pull=ace20022","reviewer_pull=jenkins4kodi","0.00105","0.04444","0.60789","-6.8E-4","0.95885"
"requester_pull=tobbi","reviewer_pull=MartijnKaijser","0.00183","0.13208","0.53846","-0.00157","0.85106"
"requester_pull=ksooo","reviewer_pull=MartijnKaijser","0.00105","0.12903","0.52605","-9.4E-4","0.83558"
"requester_pull=Karlson2k","reviewer_pull=jenkins4kodi","0.00157","0.03822","0.52084","-0.00145","0.95711"
"requester_pull=wsnipex","reviewer_pull=jmarshallnz","0.00131","0.10417","0.50896","-0.00126","0.86764"
"requester_pull=popcornmix","reviewer_pull=jmarshallnz","0.00498","0.09268","0.45285","-0.00602","0.87189"
"requester_pull=FernetMenta","reviewer_pull=jenkins4kodi","0.00157","0.03243","0.44201","-0.00198","0.95236"
"requester_pull=mkortstiege","reviewer_pull=jmarshallnz","0.00236","0.08257","0.40395","-0.00348","0.85862"
"requester_pull=ulion","reviewer_pull=MartijnKaijser","0.00131","0.09434","0.38462","-0.0021","0.81633"
"requester_pull=ghost","reviewer_pull=jmarshallnz","0.00105","0.07692","0.37585","-0.00174","0.84403"
"requester_pull=Jalle19","reviewer_pull=jmarshallnz","0.00105","0.07692","0.37585","-0.00174","0.84403"
"requester_pull=tamland","reviewer_pull=jmarshallnz","0.00105","0.06557","0.3204","-0.00222","0.83647"
"requester_pull=uNiversaI","reviewer_pull=jmarshallnz","0.00157","0.04959","0.24228","-0.00492","0.82962"
